,text,polarity
9244,well there is certainly nothing happening in front of the scenes noaccountabilitydisappointing,positive
9245,hours on tarmac in charleston and still cant get a response after a week unacceptable,negative
9246,customer service at its best rachel stook great care of us at the phx airport,positive
9247,ampplanes in grandcayman,neutral
9248,i will never fly us airways again,positive
9249,strikes againlate crewfor the trip and maintenanceworth the extra trip for less hassle and fewer delays,negative
9250,can you follow so i can dm you,neutral
9251,so i get bumped to the pm to birmingham which is now delayed because the pilots scheduled dont have enough hours together fail,negative
9252,yes thanks but took forever,positive
9253,as far as being delayed goes' looks like tailwinds are going to make up for it good news,positive
9254,horrible travel day w your airlines myflight to birmingham was cancelled w no notification so i couldnt get on the,negative
9255,i asked if that was sop and they said ' it is now'  but yet the otherflights nothing is this a policy or not,positive
9256,while i' m asking'of mynon upgraded flights attendants came amp greeted me amp thanked me for my business bc i was exec plat,negative
9257,hrs of traveling and this just welcomes u back home to the ushr layover and i get to watch it going to wrong destination,negative
9258,it is really embarrassing when asking for complimentary drinksnack detailed hereamp being argued with,neutral
9259,i am so disappointed with the service i received with you on my travels to nc these past few daysyou lost my baggage twice,negative
9260,but questionif the downgrade include losing first class do you get money back,neutral
9261,have you just given up,positive
9262,and then you said i could move my thursday flight for free if i call a number and then you hang up on me,neutral
9263,are you not even going to acknowledge that you bumped me from a flight not because of weather i am in arizona,positive
9264,your moveup policy really sucks united has ahour policy for this with status i was wanting to move up from am to am,neutral
9265,great management oftwitter account thank you,neutral
9266,why is it impossible to changebuy preferred seats via your app,negative
9267,i am good i just did not understand the terminologybut the merger brings new verbiage,positive
9268,can you priv chat to help chairman reroute,positive
9269,new marketing songlet us know what you think,positive
9270,why are your customer service department so intent on ignoring my emails and queries badservice usairways,neutral
9271,can you help chairman i am on flightphx connectsjc will miss connection can you reroute please,neutral
9272,your airway is a joke i have never dealt with worse service,neutral
9273,great i just called your fucking phone number and she hung up on me,positive
9274,it has been found thank you,positive
9275,thats a lie,negative
9276,also can you explain why when i checked in on the us airways site amp picked standby for st i was not put on the list,negative
9277,your customer servicehas a recording that says we are to busy to assist and hangs up great touch poorservice,negative
9278,your lack of customer service has shined i need you to step up and get my lost baggage to delta so they can return it to me,negative
9279,do you operate any flights without maintenance issues flights inout of dca canceled this is getting old update fleet pls,negative
9280,and you took away my st class seatlove being a chairman preferred and assigned rowseat b middle seat,positive
9281,patience is what my connecting flight will need why do you guys do this to me every time i travel every single time,negative
9282,plans changed is that what u call not bein ablepark on time planes w ahr layover n b ablemake ur connection seriously,negative
9283,i have a receipt but no conffor a thur flight when i call for help i was literally hung up on bc of wait times help,neutral
9284,is it your practice to give st class seats to us air employees before giving them to chairmans customers sitting in coach,neutral
9285,thank you for resolving the issue on direct flight to sfo from,neutral
9286,would help if you flew bigger planes into tlh all my team mates made it to the training but me,positive
9287,ok thanks,neutral
9288,no i am trying to get on a plane from phx to rno and the gate is saying the flight was downgraded,negative
9289,she was put on hold on that number for a loooooong time toono help lostandforgotten,positive
9290,i have never had a more unpleasant travel experience in my life now i might not get on my flight till tomorrow this is insane,negative
9291,direct flights to sfo leaving from same airport withandcan you please put me on one of those,positive
9292,awesome doors close inminutes flight leaves inminutes and the plane just got here wth,negative
9293,ill check it out when i get to the airport thanks,negative
9294,ticket counter people here are not helping and just want to charge more money even after this horrible day,neutral
9295,ha flight to ctl delayed going to miss connection can you please transfer me to another airline asap,negative
9296,thanks for the reply on a good note the pilot nailed the landing seriously kudos,positive
9297,onflight to ctl to catch pm flight to sfo but empty seats onflight which wasnt offeredawful service continues,negative
9298,i have to fly back to charlotte out of a different airport you guys are not very flexible like other airlines,positive
9299,i checked in standby for st class only to find i am not on the list this merger is a pain,neutral
9300,great flights with no delays thank you,positive
9301,been on hold forminutes is there a better time to call this is getting ridiculous,negative
9302,your exchangecredit policies are worthless and shadier than the white house dissatisfied to the nines right now,neutral
9303,honest questionhow is a way ticket from charlotte your hub to lax nd biggest city in usa almost,neutral
9304,how does one downgrade a flight,negative
9305,im shutting my data off for the flight i want some response by the time i landyou havehours,neutral
9306,only happened because u couldnt get us home the next day flydelta flysouthwest flyjetblue theyareallbetter stillnobags,negative
9307,i will never flyagain,positive
9308,the exhaustion of traveling n runnin thru the airport and tryin rent a car n not killin myself my family or anybody on the road,negative
9309,offering to give up my bag which you usually have to force passengers to do i am in a state of shock,negative
9310,power trip i felt completely threatened and unsafe and i am so angry derrick busseydca would like to reiterate that i was,negative
9311,thank you for putting me on a flight that will be leaving later than the original flight i was booked on,positive
9312,and i would have been willing to give him the benefit of the doubt and say we misunderstood each other until he went on a,neutral
9313,look out for flying rocks this time its a bird its a plane nah never mind its just a rock,negative
9314,doesnt take into account theit costrent a cardrive home,negative
9315,even if i was the single most unreasonable human being on planet earth there is no excuse for his treatment of me,negative
9316,you are supposed to be in the business of belong customers not humiliating them,negative
9317,this is no way to treat womeni want someone to contact me and explain how they will make this acceptable,positive
9318,citizen i fly your airline constantly and am so offendedderrick bussey now im crying on this airplane because im so upset,negative
9319,really know how to leave someone stranded after a funeral props to you guys really making this the perfect monday,positive
9320,we had a friend there telling the gate attendant and the stewardess what was going on notourfaultyoudontuseyourgatesright,positive
9321,am i allowed to carry on a suit bag and carry on bag my suit bag will hang like a jacket would it is soft sided,positive
9322,owes tammy from the winstonsalem call center for keeping me as a customer,negative
9323,the jetway because he felt i was disrespectful i have never been treated this way particularly when i was trying to be a good c,negative
9324,with such disrespect i cannot even begin to explain he has an issue with women and he literally yelled at me and pulled me off,neutral
9325,what happens if it isnt located,neutral
9326,i want to speak with someone immediately i am shaking with rage i offered to hate check my bag and derrick bussey treated me,negative
9327,so its abag fee for a golf bag on a domestic flight,negative
9328,is okay for ucancel change a flight when goodu but you cant logistically figure out whatdo when a plane comes in on time,negative
9329,thanks but when i asked for a change with no cost for you the only desition was nade by computer now is late,neutral
9330,hi guys do you have a general enquires email address please thanks david,positive
9331,if you actually cared about what you did it would be one thing sounds like you dont like being told how lousy your service is,neutral
9332,you idiots kept an on time plane on the tarmac for over an hour forcing us to not be thereminutes before,negative
9333,cust svc just let it slip that previous cust svc lied to me about supervisors amp corporate phto change atix no thx,positive
9334,following you now,neutral
9335,sorry i didnt realize i wasnt following you,negative
9336,please fix your reservations phone systemthe weatherbackup could not possibly be bad fordaysgoodgriefpeople,negative
9337,i made it thanks for the help,positive
9338,huge props to parizad at checkin in sacramento for her help on friday to getof us home when other airlines were delayed,positive
9339,is there an additional charge for a golf bag with clubsshoes and golf balls if thats the only piece of luggage you check,neutral
9340,i have a flight voucherconfirmation code but there is no where for me to enter it on your checkout page while booking pls help,neutral
9341,rock hit the plane in a delay now never an easy day with us airways ya never fail to let me down,negative
9342,just an fyi ill be writing registered lettersyour ceo and those down the linethe shameful treatment and reactions we got,negative
9343,you guys cancelled two of my flights yesterday and i checked the bag to huntsville and it went missing in philly,neutral
9344,if i apply for ur credit card do you automatically get the companion certificate or do i have to wait for it,negative
9345,customer service failure aside one would think you guys would care about inaccurate manifests im sure tsa would,neutral
9346,i find it funny thatresponds but you dont your customer service is the worst wedontcarebecauseyoupaidalready,neutral
9347,i get some bs from a guy at the door says door closesminutes before it backs out yet i know for a fact it waspeople short,neutral
9348,our flight was rebooked with you and we want to change our seats or upgrade to st class can you help phones are down,positive
9349,i need to speak with a customer service agent today between pmi had an unfortunate incident of discrimination today,negative
9350,slowest baggage claim ever,positive
9351,dont blame it on weather rep at counter cost me entire daynot weatherprinted boarding pass too late takeresponsibility,negative
9352,too late,neutral
9353,delays due to refueling are out of your control if thats true i never want to fly us airways again,positive
9354,shout out to diane at eyw for helping get us home today instead of tomorrow even if a little late,neutral
9355,made it just huge reliefthanks for your help,positive
9356,how about now getting us the rest of our bags please we only receivedofcan you help with that,positive
9357,im trying to get my dads wheelchair and no one is answering at dulleswe have tried to call back onmultiple times,negative
9358,itswe boarded and we are waiting now to take off hopefully,positive
9359,thanks i hope so maybe you can put in a good word for me,positive
9360,us febarrivehrs late checked car seat missing no replacement available has yet to arrive more thanhours later,neutral
9361,you guys lost my luggage,negative
9362,us febkim y says leaving onminutes once paperwork is done wheels uphours later,neutral
9363,us febhouron plane when us airways representative kim y enters deteriorating picture unhelpful with no assurances,neutral
9364,thnk you for responseall flights were full couldnt get out until tmrw had to cancel and go wother airline,negative
9365,us febground power shorts again for the third time weary german passenger deplanes makes me jealous auf wiedersehen,neutral
9366,usrefuel weve sat for so long pilot announces where the truck is look over there to the left actual announcement,negative
9367,thanks but the bags are onlyof what went wronghours from dca to san when there were no weather issues is not acceptable,positive
9368,trying to chg ticket for staff member leaving org before she can flywere a nonprofitcant you make an exception,negative
9369,how can i speak to a human needfind bag delayedwebsite andare telling medifferent things got hung up on x,neutral
9370,usone water run of the planets smallest water bottles applaud you looking out for the environment,positive
9371,usnope not getting offhours in the planepilot announcements one water run of the planets smallest water bottles,neutral
9372,uswait now a gate opened back we go good maybe we can get off,positive
9373,usuh oh no gate now truck will come to us,positive
9374,usreturned to gate to get mel sticker oh look we heard from pilot no clue what an mel sticker is anyone,negative
9375,i spent an hour on the phone with them and got no where at all,neutral
9376,usthen lost ground power three different times not only grounded endlessly now without air lights entertainment,negative
9377,uspilot started the flight by announcing arrival into gatwick not heathrow moments of concern for all aboard,negative
9378,usstated their issues as no one around to close said door more strange now were not hearing from pilot for long periods,negative
9379,seat d on flightlast night is the worst seat ive ever been inno leg room dividendsmember,neutral
9380,one of your workers was very rude with us we can tell you in dm cuz it wont be any good publicity,neutral
9381,usstated their issues as plane not moving as cargo door open on plane umm ok a little strange,neutral
9382,my flight is delayed so i missed my connecting flight stuck in philadelphia over night and no hotel voucher thanks for nothing,negative
9383,usstated their issues as kept plane on ground to allow connecting passengers from other flight to board fine understand,positive
9384,can i speak to a human with some compassion i wrote an email to discuss my experience and received a generic sorry email back,positive
9385,take a look atall f seats filled so someone upgraded their friend instead of following rules,positive
9386,back in line at terminal because phone guy couldnt helpone person in front of memin wait again,positive
9387,so you understand why im resorting to twitter no help available atgate while this occurred or by phone afterward,positive
9388,going to miss my connection due to another tarmac delayon us thenneed a flight home today please,negative
9389,im expectingreimbursement for the unprofessional decisions with us onfeb check your very full complaint box,negative
9390,whats the deal with flightfrom dca to phl we boarded on time left the gate a few mins late and are now sat on tarmac,neutral
9391,stranding a student trying to get to birmingham in clt overnight wo any helpyou can do better than that,negative
9392,really need help asap so please make it quick thx,neutral
9393,well that is not going to help ivebeen on hold overhrs amp my client wants his ff nbr in the record hes elite waa,positive
9394,hi you lost my fathers wheelchair every time we call we just get voicemail my dad needs it to go home please dm me,negative
9395,segmentsdelayed gnv gt ctlctl gt janjan gt ctlctl gt gnv my year off from flying with you guys was the way to go,negative
9396,is charging meto not take my flight lol that is the last time i fly with them,negative
9397,yes it says bag is being delivered the local number says not open asked mainfor cust service got hung up on,positive
9398,rowflighttoday if youre looking for specifics i can run to home depot for the wd you if you need,negative
9399,seriously buy some wd for a operating flightfrom geg to phoenix every seat squeaks w every shift still on ground,negative
9400,i would happily wait in the terminal near food restrooms and non irritated passengers,neutral
9401,why let passengers on board when there was an issue over an hour amp the pilot doesnt know when well leave,positive
9402,anyone there to help still on hold,positive
9403,oh yay now gate agents decide not to deal with upgrade list and just bump up whoever is closest,neutral
9404,site shows ontime but flightaware site shows delayed trying to decide if i get out in this ice to catch fltto phx,negative
9405,is the absolute worst airlinewomen were inconvenienced due to maintenance issues stuck all over no care given,neutral
9406,flights amp customer relations are extremely disappointing faced too many problems to type apology towards a flight a joke,negative
9407,sitting here in phl with all of your rude customer service agents,negative
9408,can flightget the paperwork inputted we should have taken off an hoursittingontheplane hungry,negative
9409,now on hold with customer carewonder if someone will pick up the phone before pm,neutral
9410,when will fltget a gate at den overminutes waiting with no information,positive
9411,lots of fun to be removed from top of a list and manually readded to the bottom thanks to club agents thanks a lot asha at dca,negative
9412,your delayed flight out of wilmington made me miss my flight out of charlotte figure out how to take off and arrive on time,negative
9413,wow unbelievable how you treat your customers at puerto rico airport 'ÿ  ,positive
9414,usually sorry doesnt involve moving people to middle seats and removing them from upgrade lists guess thats a club perk,positive
9415,dont worry used own initiative and arriving much earlier than you planned for me,negative
9416,nice try at the gate making traveler after traveler put bags in the size guide because you oversoldsorry minefits,negative
9417,horrible service wrong plane arrived many confirmed passengers could not get on flight we paid for due to lack of seats flight,negative
9418,trying to book award travel leaving on redeye sunday night after midnight should i book the date in sunday or monday,neutral
9419,booked flight mnth ago seat confirmed small plane arrived and was not allowed to board bcs no seat horrible service,negative
9420,very frustrated checked bag in logan was not given a luggage ticketnow luggage is lost amp no ownership from,negative
9421,they were breathing very heavily but were super helpful thank you,positive
9422,aye and nothing to do with an automated system which doesnt work properly anyway got through to somebody,positive
9423,okay great thank you,positive
9424,now my rebooked connection is delayed,neutral
9425,i am in meetings in california and have no luggage,neutral
9426,and the number your agent gave me to call says you are not open and the main number goes to a computer saying it is delivered,neutral
9427,any way to get your call center to answer for a oneworld award whenever try system says too busy and disconnect or endless hold,negative
9428,why did you put my luggage on the plane after mine then not deliver it to me like you said now show the claim as closed online,negative
9429,takes my money at once but then requirestodays to process a refund why does your auto attendant hang up usairwaysfail,neutral
9430,how long for a reply,negative
9431,bag policy says stroller or car seatwe need to bringcar seats andstrollershould i just call for details,negative
9432,it was customer service like i have never seen beforekudos to your organization,positive
9433,who intentionally buys a flight with ahour layoverand what kind of airline would chargeto fix it wow usairways,neutral
9434,how do i get a hold of customer service ive called multiple times amp have been on hold formins only to have to hang up,negative
9435,is there aor a time bracket i can call to fix this problemive been attempting to fix this contact information issue for days,negative
9436,i called the number and they said no one is available to take my callguys this is insane,negative
9437,cant book a flight online or over the phone your customer service is usually greatanything you can do to help,neutral
9438,was the worst experience ive ever had flying rude delays cancellations lack of updates and wasting our time,neutral
9439,contact via fb messages twitter dm or text,neutral
9440,called x amp it says high call volumes call back ata minute for international calls is there any way someone can contact me,neutral
9441,grrrrrrrr couldnt book a flight via calling either,negative
9442,delayed connection missed now extended layover how about a lounge pass for phl,neutral
9443,another twist in the plot took off from miami then had to return due to a unsecured cargo door most stressful vacation ever,negative
9444,she will be reaching out to you hardworking mom just trying to do her best,positive
9445,great operation you guys are running more mechanical issues and now taping piece of plane together lol,positive
9446,thanks any idea when it will be resolved id like to purchase my ticket,positive
9447,hi can you attach my aa ff lxa to reservation ekvm thansk,negative
9448,when i check online it states status closed what does this mean as i have yet been able to reach a live person,positive
9449,your system is affected by the weather,neutral
9450,we called and were able to get rescheduled thank you for the quick responses today,positive
9451,how do you get your aa frequent flyer number to appear in a usair reservation frustrating,negative
9452,im unable to check in for flightbosdca and havent heard if flight was canceledrescheduled any updates,negative
9453,dont forget without your customers you would be out of business epicfail usairwaysfail,negative
9454,hi guys are flightsandstill on time the site and app are both down and i cant check thanks,neutral
9455,hey since youfed my wknd can i have day pass to admirals club or meal coupon or free coke blank stare,positive
9456,i listed my baggage claim numberhave them call me my number is on the ticketi had to use lady speed stick this morning,negative
9457,another dead endthey only handle aa lampfthey gave me the same failedi already hadvm fulllost,negative
9458,houston gatecustomer service needs to treat people with respect there are hardly people waiting chillpill usairwaysfail,positive
9459,over the phone i called thenumber and she picked up almost immediately,neutral
9460,yes i made the flight and got my workout in too,neutral
9461,ampdfw to psp thank you,positive
9462,thanks,neutral
9463,whats going on with your website amp mobile app help,positive
9464,we have submitted the customer relations form and await your response,negative
9465,that is the height of rudeness and without question the worst customer service i have ever experienced,neutral
9466,i need to speak to somebody about a reservation as in talk to a human being yet your computer system puts the phone down on,negative
9467,will you pick up your phone then,neutral
9468,premier provider of missed connections usairwaysfail,positive
9469,im sure the people are working very hard but the systems should assist with ivr prompting offering call backs hold wait times,negative
9470,thanks for a subpar travel experience and its not even over yet stepitup,positive
9471,fyi your customer service rep carol is an absolute delight so pleasant to with with and rebooked me in lightning speed thanks,positive
9472,is struggling had me on hold forminutes kicked me back to the start then said they couldnt handle the amount of calls,positive
9473,no you call me,negative
9474,they told me to call back later,neutral
9475,i will be canceling my us airways credit card and choosing other airlines after my experience this week,positive
9476,thank you but it says the website is down,positive
9477,i cant make it to airport roads are to bad in dfw and no one is answering the phones and the website is downhow do i reschedule,negative
9478,pilot pleads to let boarding begin for full flightwhile waiting for th flight attendant denied by mission control grrrr,negative
9479,website isnt working and i cant talk to any on the phone to check flight status out of dfw roads are awful and cant get there,negative
9480,rebooked for tuesday arriving too late for on tuesday to start the class cancelled the trip,positive
9481,if my flight is going to be cancelled every week i might as well be in business class,positive
9482,dcabos cancelled after making us wait over an hour if i fly usair every week can you upgrade my status proactively,positive
9483,dominick l at la guardia airport nyc gives the absolute best customer service thanku checking in made easy,positive
9484,congrats on treating your customers the worst way possible i know plenty of other ppl who have had horrible experience w you too,neutral
9485,going to manchester uk now im going to miss a wedding you going to rebook that too why have you chosen to cancel my flight,negative
9486,if you dm me we can take this offline would love more info on location of lost bags any help is appreciated,positive
9487,thanx but this isnt my first rodeo done amp done yesterday no results or comm unless u count status bags lost amp claim filed,negative
9488,can you give me afor us air in philly to talk to a real person acarlcom,neutral
9489,would have been nice to be offered in flight credit especially since im staring at empty overhead room,negative
9490,or how about power outlets at your seat if youre gonna keep us siting here forever,neutral
9491,i would appreciate a call regarding a horrible experience i had with a gate agent was on hold formin and then hung on me,neutral
9492,i understand that and when im attempting to change the information so they are identical it tells me to call a,neutral
9493,what is going on with flightfrom phl to phxmins to estimated departure nobody has board and no update,neutral
9494,but my bag is still missing,neutral
9495,seriously doubt that as i am still sitting inside at the gate,negative
9496,customer service is dead last wk flts delayedcanceled bags lostdays last nt flt delayedcanceledno meal voucher,negative
9497,flight us from ricdfw was cancelled yesterday amp i was on hold w cust service from pm est hours no answer,negative
9498,taking off now if i dont have a private jet to bora bora by the time i land im calling oprah,neutral
9499,call the number listed sure by next friday i should get a real live person on the line,positive
9500,thanks for canceling flighttoday now missing required training not a happy customer,positive
9501,strike three you guys suck,negative
9502,days in a row not buying it i suggest you review your policy w respect to unaccompanied minors should have had a seat on sun,positive
9503,ok the app doesnt seem to be working just use the mobile site,positive
9504,wife and i flew to italy recently bought tickets via finnair flights operated by usair didnt get dividend miles credited,negative
9505,hour delay phomia your airline is bad and getting worse foolish for american to mergeyou treat your customers like crap,neutral
9506,hours later still no email work supervisor needs documentation to approve last minute vacation day request,positive
9507,hours on hold got rebooked on a new flight yesterday i asked for a new itineraryconfirmation email to be sent,negative
9508,heres to sitting on hold forhrs flight canceled and they disconnect twice fendurself stranded diverted,negative
9509,cancels flight tampa to philadelphia today due to runway conditions yet tonnes of usairways flights landing there today explain,negative
9510,your phone system is not working at all i have been bumped again so now i am attimes i need to get out of mco,negative
9511,no my flight plans have been delayed until tuesday due to your computer crash,negative
9512,from phl to bgm i cannot believe this has happened x in under two weeks,neutral
9513,maam the doors closemins prior to departure but i was heremins before laughter from theagents,negative
9514,at am after the plane left why were there no agents and why were the doors closed so early,negative
9515,i called more thantimes to redeem mile points and cant get throughyou advertise the miles but make them very hard to use,negative
9516,me after arriving at am for a flight scheduled to depart at am doors closed no agents,negative
9517,i need to speak with a live person ive had it with the recordings i was told on sat that wed have our luggage by yest,negative
9518,thanks for the information,neutral
9519,i need to move a reservation due to weather in the middle part of the usi would like to change departing airport,negative
9520,couldnt be more thankful to your orf and dca crews on the ground and in the air today for help with a sick kid and a lost bag,negative
9521,thx for delayed checkin on noon flt to mia then forcing me to take later flts which were delayed cincy to miami inhrs fast,neutral
9522,getting extremely frustrated w the phoneonline service for merging frequent flyer miles,negative
9523,already spentmins today handling this for my minor child shame on you for treating ayear old girl like this,negative
9524,can someone help me with some travel issues today,positive
9525,first the pilot was late now its maintenance this is exactly what happened two weeks ago unacceptable,negative
9526,there is nothing on my usair cc at this point but the email stated i would be chargedthanks for the reply,neutral
9527,i will never fly us airways or american again and i will share this nightmare of a story to all the many others we know who fly,neutral
9528,i have never been treated so poorly by an airline in my life as a military family we do alot of flying,negative
9529,burned a lot of time and cell minutes working through this flight issuehopefully we fly home in the morning,negative
9530,you would rather a while plane get exposed to a nasty contagious virus then work wth me to get my flight changed to a later date,negative
9531,ampwhat are your weight restrictions for carry on luggage can find measurements but not weight restrictions tia,neutral
9532,i worked with you and bought my own rental car when you failed to get me to the location i paid to get to and now,negative
9533,ive been on hold forminutes and counting unacceptable,negative
9534,discovered our flight was cancelled yesterday at pmfinally notified us our flight was canceled atam,negative
9535,i am appalled my departure with you was all messed up and now on return i am supposed to fly alone with two very sick kids,negative
9536,"will tweet all day until i get 
a live cust rep i will make sure the world knows you dont care about your customers health",positive
9537,thank you,positive
9538,she just called to say its a runway clearing problem of all things,negative
9539,decided to be a good sport and give you guys another shot flight delayed again,neutral
9540,on hold forhours yesterday wo speaking to an agent on hold again wphonesmins let the bashing begin,neutral
9541,will all flights out of dfw be cancelled today,positive
9542,can you add my ktn to an existing reservation,negative
9543,please fix the very unproductive check in process atcheck in stations andpeople working them what a total mess,negative
9544,i will is it down or is just me,positive
9545,im supposed to fly through dallas can you help me get a new itinerary,negative
9546,your clt baggage crew deserves a kudos i had to run to make my connection and my bags still made it customerservice,neutral
9547,thanks,neutral
9548,you denied a mom her am flight because she needed her breast pumping parts on a full flight please fix this asap freeflight,neutral
9549,i relied on us airways and that was my mistake awful customer experience,neutral
9550,thank you the website crashing for me,positive
9551,on hold hrs after my flight was cancelled amp anthony was beyond rude and not helpfultheyre weighing you down,negative
9552,will the nightmare ever end just found out our flight today is delayed due to ground handling delays affecting a prior flight,neutral
9553,is alright with me please give scott f at bdl a bonus for excellent customer service,positive
9554,when youve got to get there weve got excuses usairwaysfail,negative
9555,im referring to email like thisjust tell people when they get the upgrade otherwise we know already,positive
9556,first luggage got stuck in a different city now i get them back today amp one of your employees stole a pair of gloves from me,negative
9557,i just reserved a flight with my companion certificate where do i mail the certificate for verification thx,neutral
9558,do your flight schedules tofrom quintana roo mexico reflect their newly adopted time zone change to est,negative
9559,sure knows how to pamper customers they strand abroad badcustomerservice fendyourself youareonyourown,positive
9560,maybe you should drive usairwaysfail,positive
9561,we suckand pass the savings on to us usairwaysfail,neutral
9562,thank you for the apology,positive
9563,can you help me with a refundthe phone guy couldnt helpthe website wont let me submit a reply,positive
9564,we take late to a whole new level,neutral
9565,' o'  thank you for that elaborate response,positive
9566,you guys are screwing up my trip thanks for nothing lazy,negative
9567,is your refund system down,neutral
9568,seriously this is ridiculous i shouldnt have to wait a hour for my luggage after i land wtf,negative
9569,thats not the case they sent me a email with a link ill show you,negative
9570,why are we waitingmin so far for our luggage wannagohome,neutral
9571,the only time i tweet is to tell you how horrible youre attendants are flightto lga i feel in jail,negative
9572,hello anyone there,neutral
9573,forced sectionsandto check their carry on would have packed differently to check my bag why even allow it pissed,positive
9574,raleigh to chicago and no firstclass upgrade must be flying aa the screw usair elite after we bailed them out airline,positive
9575,flthrs late baggagemore hr now i see they delivered my suitcase wet inside amp out nothappy,neutral
9576,then she had to get her own hotel so ur agents did nothing to help and to top it off you sent her luggage on the wrong flight,neutral
9577,so she has to take a later flight booked by her corporate disney travel dept as your agent offered little help,neutral
9578,your computer system went down ok that is understandable but the agents make it worse by not helping her or anyone else,neutral
9579,as the employee responsible for social media content yes u probably do care however the actions from last night say otherwise,positive
9580,flight gets inminutes early and all goodwill gone when bags arent hereminutes later,neutral
9581,wow awful customer service,neutral
9582,merging with american will negatively affect your quality and integrity i will no longer fly with you because of it,positive
9583,how many agents do you have working to handle the thousands of calls,neutral
9584,you are the best you are amazing follow me please'ÿ  'ÿ  'ÿ  ,positive
9585,flightis delayed so will miss connecting flightcan you please help with alternate thank you,positive
9586,thank you for asking,positive
9587,three hour wait and counting waiting for reservations on the phone are you serious,negative
9588,on a happy note ourcrew is wonderful cant say enough great things about our pilot hes doing all he can for us,positive
9589,what a mess caused by the computer systems flightinhours late and now no gate for us estmin wait,negative
9590,storm or no storm your customer service is a jokehour wait time to speak to someone i will never fly your airline again,negative
9591,you guys have my luggage in san jose and were supposed to deliver it to my hotel hours ago please contact me,negative
9592,ive flownfigured worth of miles in my lifetimethis was my first and last ever flight on us airways,neutral
9593,pls get me back to tallahassee no one should ever have to be stranded in gainesville for this long'ÿ  ,positive
9594,your a miserable airline and your loss of revenue is a reflection of thatgo extincta merger only delays the inevitable,negative
9595,what was the point of the mergerwhy not just go out of business if your not turning a profit anymore,positive
9596,i love how just to give feedback to this link i have to fill out all my personal info on a formyou guys are the best,positive
9597,finally got ahold of an agent after another hour thanks for the follow uprecommend a call back feature,neutral
9598,is this ringling brothers barnum and baileyshould i keep my eyes peeled for the clown car,neutral
9599,not to mention the fact that my flight was delayed because your computers were down,negative
9600,cannot add my frequent flyer number on your websitecan you help,positive
9601,how do i get off my plane and wait over an hour and a half to speak to someone about rebooking,negative
9602,please dont trivialize methis is a joke not a slow day or slow experience,neutral
9603,and how do you only haveagent at phx customer service desk when an hour ago the line was overpeople long,negative
9604,sorry doesnt helpits midnight psthow in the hell am i still on hold afterminutes on customer service line,negative
9605,like i thought this was americawhen did us airways start operating under the rules of communist russia,positive
9606,you guys should be nice and just give your routes to jet blue and southwestat least they treat their customers properly,positive
9607,but nopeapparently this is the way you guys do businessi guess im flying southwest and her blue from now on,negative
9608,i keep thinking this is a massive practical joke and someone is gonna appear out of thin air and take me to reno tonight,neutral
9609,theres overpeople in line and only one agent,neutral
9610,and by the way im planning it while ive ben waiting in the line at customer service in phxfor over an hour,negative
9611,already planning my local boycott for washington dc area,negative
9612,i can legitimately say that i would have rather driven cross country than flown on us airways,positive
9613,and despite the fact i see you answering all these people on twitter with mundane qs you refuse to answer me,negative
9614,you guys are the worst airline ive ever dealt withno notifications no keeping customers updatedterrible service,neutral
9615,hey guysthanks for answering me and thanks for keeping me on hold for an hour on customer service atpm pst,neutral
9616,any progress good luck patrick,positive
9617,hes fine he really likes picking his own seat,neutral
9618,is the worst airline to ever travel with,neutral
9619,has to be the most lazy inconsiderate and unprofessional airline that i have ever traveled,negative
9620,do you have any pride in your service any concerns for my wife and everyone else on that flight or you just dont care,neutral
9621,now u horrible people say you have no where for her to sleep,negative
9622,whos in charge of your company my wife missed her connection to ca you sent her luggage on another flight,negative
9623,the call hung up on me,negative
9624,got this message on your site to call about my flightjust gave up after being on hold forhours,negative
9625,usairways lost a passenger today for not upholding their promise of excellent customer service,neutral
9626,yet again your staff in philadelphiafailed to send my luggage home with me alwayshappensthere angrytraveler,neutral
9627,ok my th try todaygiving up at am afterminute hold time terrible,negative
9628,number or email thats the purpose of sending you a tweet,positive
9629,thank you ill do that next time,negative
9630,it still says that i cant check into my flight because the information is incorrect but everything is entered correctly,negative
9631,this says it was estimated to leave an hour ago it hasnt left yet so thanks for this useful information theworstairline,neutral
9632,your customer service is horrendous between the way employees speak customers and their lack of care for problems with flights,negative
9633,had mom sit forhours waiting for a flight they ultimately canceled to give her a tuesday morning flightno compensation ugh,neutral
9634,does anyone from your airline know how to do their job,negative
9635,has to be the worst airline of all time'ÿ 'ÿ 'ÿ ,negative
9636,denied me standby bc of checked bag in cvgto phlso i had to take delayedhrs laterexcept u lost bag in cvg,negative
9637,you reminded me today why i fly,neutral
9638,looks like our bag has been rescued thanks,positive
9639,ive been trying to get through to book a reservation and the system will not let me through dayridiculous,negative
9640,you are the worst,negative
9641,making folks run from gate c to a to b with no explanation and zero carts to transfer elderly and handicap phl,negative
9642,have been waiting in an airplane for a total ofhours to take off betweenflights todaythis usually doesnt happen,negative
9643,not given option for new flight why cant we get a plane phlmia years as an eventprof this is worst travel experience ever,neutral
9644,doesnt let u do stand by on flight due to checked bag causing u to get inhours later only to get to phl amp bag didnt make it,neutral
9645,andarent as merged as the marketing departments would have us believe maybeorcan get me home,negative
9646,absolutely worst experience of my life at phlhrsfailed departuregates and zero communication or help,positive
